,스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
3106,Pale Lagers,European Pale Lager,Mythos Hellenic Lager Beer,Mythos Breweries S.A.,Greece,4.7,2.73,300,478,Active,Mythos Hellenic Lager Beer Mythos Breweries S.A.,1.8,1.8,0.6,1.1,1.1,0.5,0.0,0.5,1.3,0.2,1.4
3107,Pale Lagers,European Pale Lager,Efes Pilsener,Anadolu Efes Brewery,Turkey,5,3.11,303,376,Active,Efes Pilsener Anadolu Efes Brewery,3.0,1.1,0.2,2.0,0.7,0.1,0.3,0.4,3.2,0.6,1.8
3108,Pale Lagers,European Pale Lager,Tyskie Gronie,Tyskie Browary Książęce (SABMiller),Poland,5,3.1,255,367,Active,Tyskie Gronie Tyskie Browary Książęce (SABMiller),2.9,1.0,0.9,1.7,0.7,0.4,0.2,0.3,3.1,0.3,1.8
3109,Pale Lagers,European Pale Lager,Quilmes,Cervecería y Maltería Quilmes / Grupo Bemberg,Argentina,4.9,2.68,251,278,Active,Quilmes Cervecería y Maltería Quilmes / Grupo Bemberg,2.5,1.1,0.6,1.0,1.1,0.5,0.1,0.8,2.8,0.4,1.9
3110,Pale Lagers,European Pale Lager,Bavaria Beer,Swinkels Family Brewers,Netherlands,5,3.0,260,232,Active,Bavaria Beer Swinkels Family Brewers,2.3,1.0,0.4,1.4,0.3,0.3,0.1,0.4,1.5,0.1,1.4
3111,Pale Lagers,European Pale Lager,Super Bock,Unicer União Cervejeira S.A.,Portugal,5.2,2.86,187,273,Active,Super Bock Unicer União Cervejeira S.A.,2.4,0.3,0.4,1.3,0.6,0.4,0.2,0.3,1.8,0.2,1.2
3112,Pale Lagers,European Pale Lager,Steinlager,New Zealand Breweries Limited,New Zealand,4.8,2.85,282,173,Active,Steinlager New Zealand Breweries Limited,1.3,0.5,0.6,1.7,1.0,0.3,0.0,0.4,2.3,0.1,1.6
3113,Pale Lagers,European Pale Lager,O.K. Beer,Browar Okocim S.A. (Carlsberg),Poland,5.6,3.45,252,198,Active,O.K. Beer Browar Okocim S.A. (Carlsberg),2.7,1.1,0.4,1.9,0.7,0.5,0.0,0.7,2.4,0.3,1.1
3114,Pale Lagers,European Pale Lager,Oranjeboom Premium Lager,Oranjeboom Bierbrouwerij B. V.,Netherlands,5,2.91,214,212,Active,Oranjeboom Premium Lager Oranjeboom Bierbrouwerij B. V.,3.5,1.0,0.7,1.7,1.0,0.3,0.2,0.5,2.8,0.2,2.1
3115,Pale Lagers,European Pale Lager,Baltika #3 Classic,Baltika Breweries,Russian Federation,4.8,2.98,257,166,Active,Baltika #3 Classic Baltika Breweries,3.7,1.8,0.8,1.7,1.0,1.0,0.2,1.1,2.6,0.6,3.1
3116,Pale Lagers,European Pale Lager,Amstel Lager,Amstel Brouwerij B. V.,Netherlands,5,2.64,82,333,Active,Amstel Lager Amstel Brouwerij B. V.,2.6,1.2,0.7,1.3,1.5,0.4,0.1,0.7,1.4,0.0,2.0
3117,Pale Lagers,European Pale Lager,Sapporo Reserve,Sapporo Breweries Ltd.,Japan,5.2,3.24,198,215,Active,Sapporo Reserve Sapporo Breweries Ltd.,2.0,0.4,0.4,1.0,0.4,0.2,0.0,0.2,1.0,0.0,0.9
3118,Pale Lagers,European Pale Lager,Tennent's Lager,Tennent Caledonian Breweries,United Kingdom,4,3.19,177,202,Active,Tennent's Lager Tennent Caledonian Breweries,2.0,1.1,0.7,1.3,0.5,0.3,0.0,0.3,1.7,0.1,1.7
3119,Pale Lagers,European Pale Lager,Jupiler,Brasserie Piedboeuf,Belgium,5.2,2.95,98,257,Active,Jupiler Brasserie Piedboeuf,1.0,0.8,0.3,0.8,0.3,0.2,0.0,0.2,0.7,0.0,0.6
3120,Pale Lagers,European Pale Lager,James Boag's Premium Lager,J. Boag & Son Brewing,Australia,5,3.08,182,165,Active,James Boag's Premium Lager J. Boag & Son Brewing,1.4,0.3,0.4,1.0,0.6,0.1,0.0,0.1,1.0,0.0,0.6
3121,Pale Lagers,European Pale Lager,Estrella Damm Daura,Damm S. A.,Spain,5.4,3.21,117,226,Active,Estrella Damm Daura Damm S. A.,2.7,1.1,0.3,1.7,0.6,0.4,0.2,0.5,2.1,0.1,1.7
3122,Pale Lagers,European Pale Lager,Cusqueña Dorada (Golden Lager),Union De Cervecerias Peruanas Backus y Johnston,Peru,4.8,3.04,147,195,Active,Cusqueña Dorada (Golden Lager) Union De Cervecerias Peruanas Backus y Johnston,2.5,1.4,0.4,1.7,0.9,0.4,0.2,0.5,3.1,0.4,1.7
3123,Pale Lagers,European Pale Lager,Original Organic Lager,Mill Street Brew Pub,Canada,4.2,3.18,120,206,Active,Original Organic Lager Mill Street Brew Pub,1.5,0.5,0.2,1.1,0.6,0.2,0.1,0.4,1.5,0.1,1.3
3124,Pale Lagers,European Pale Lager,Estrella Galicia Especial,"Hijos De Rivera, S.A.",Spain,5.5,2.98,118,202,Active,"Estrella Galicia Especial Hijos De Rivera, S.A.",3.2,0.8,0.7,1.6,0.3,0.4,0.2,0.4,2.4,0.1,1.3
3125,Pale Lagers,European Pale Lager,Tuborg Pilsner Beer (Green / Grøn),Tuborgs Bryggerier A/S,Denmark,4.6,2.72,106,212,Active,Tuborg Pilsner Beer (Green / Grøn) Tuborgs Bryggerier A/S,2.6,1.0,0.6,2.3,0.9,0.4,0.2,0.4,3.1,0.6,2.3
3126,Pale Lagers,European Pale Lager,Hite,Hite Brewery Company LTD,Korea (South),4.5,2.49,141,175,Active,Hite Hite Brewery Company LTD,1.4,0.8,0.1,1.5,0.6,0.4,0.0,0.4,1.5,0.3,1.3
3127,Pale Lagers,European Pale Lager,Gösser,Brauerei Göss (Brau Union),Austria,5.2,3.17,148,165,Active,Gösser Brauerei Göss (Brau Union),1.7,0.4,0.4,0.8,0.4,0.2,0.0,0.3,0.9,0.2,1.0
3128,Pale Lagers,European Pale Lager,Yanjing Beer,Beijing Yanjing Beer Group Corporation,China,4.7,2.59,141,116,Active,Yanjing Beer Beijing Yanjing Beer Group Corporation,2.8,1.3,1.0,1.5,1.2,0.6,0.1,0.9,2.5,0.0,1.5
3129,Pale Lagers,European Pale Lager,Hollandia,Swinkels Family Brewers,Netherlands,5,2.85,123,128,Active,Hollandia Swinkels Family Brewers,2.6,0.6,0.6,1.3,1.4,0.6,0.0,0.8,1.9,0.2,1.4
3130,Pale Lagers,European Pale Lager,Lech Premium,Lech Browary Wielkopolski (SABMiller),Poland,5,2.99,94,147,Active,Lech Premium Lech Browary Wielkopolski (SABMiller),4.3,0.9,0.7,1.9,0.7,0.3,0.2,0.5,2.6,0.2,1.4
3131,Pale Lagers,European Pale Lager,Baltika #5 Gold,Baltika Breweries,Russian Federation,5.3,2.79,125,98,Active,Baltika #5 Gold Baltika Breweries,1.8,0.6,0.6,1.3,0.4,0.2,0.0,0.2,1.7,0.0,0.8
3132,Pale Lagers,European Pale Lager,Hop House 13,Guinness Ltd.,Ireland,5,3.37,57,165,Active,Hop House 13 Guinness Ltd.,2.0,1.0,0.6,1.1,1.2,0.3,0.1,0.4,2.2,0.3,2.0
3133,Pale Lagers,European Pale Lager,Peter's Brand Classics,Union Export Brewery,Netherlands,5,3.03,119,101,Active,Peter's Brand Classics Union Export Brewery,1.5,0.6,0.6,2.6,1.1,0.7,0.0,1.0,2.6,0.4,1.2
3134,Pale Lagers,European Pale Lager,Faxe Premium,Royal Unibrew A/S,Denmark,5,2.86,89,131,Active,Faxe Premium Royal Unibrew A/S,4.9,1.3,0.9,2.7,1.1,0.7,0.4,0.8,3.7,0.7,4.0
3135,Pale Lagers,European Pale Lager,Flying Horse Royal Lager,United Breweries - UB Group,India,4.7,3.05,100,116,Active,Flying Horse Royal Lager United Breweries - UB Group,1.9,1.0,0.7,2.7,0.8,0.2,0.0,0.4,2.5,0.2,1.7
3136,Pale Lagers,European Pale Lager,Cinco Estrellas,Mahou S.A.,Spain,5.5,2.91,59,155,Active,Cinco Estrellas Mahou S.A.,2.6,1.4,0.6,1.7,1.5,0.5,0.1,0.7,2.1,0.3,1.5
3137,Pale Lagers,European Pale Lager,Tatra Jasne Pelne,Zywiec Breweries PLC (Heineken),Poland,6,3.06,90,115,Active,Tatra Jasne Pelne Zywiec Breweries PLC (Heineken),2.1,0.3,0.2,1.5,0.1,0.2,0.0,0.3,1.8,0.2,0.6
3138,Pale Lagers,European Pale Lager,Casablanca Beer (Casa Beer),Société des Boissons du Maroc,Morocco,5,2.85,99,103,Active,Casablanca Beer (Casa Beer) Société des Boissons du Maroc,0.8,1.4,1.0,1.9,1.1,0.3,0.0,0.8,2.3,0.0,2.1
3139,Pale Lagers,European Pale Lager,Hinano,Brasserie de Tahiti S.A.,French Polynesia,5,2.86,97,104,Active,Hinano Brasserie de Tahiti S.A.,1.9,0.5,0.6,1.2,1.1,0.3,0.1,0.4,1.9,0.0,1.4
3140,Pale Lagers,European Pale Lager,Pilsener,Brouwerij Nacional Balashi,Aruba,5,2.85,74,126,Active,Pilsener Brouwerij Nacional Balashi,1.6,0.3,0.2,0.9,0.6,0.5,0.0,0.8,1.4,0.0,0.9
3141,Pale Lagers,European Pale Lager,Tuborg Premium Lager (Gold / Guld),Tuborgs Bryggerier A/S,Denmark,5,2.72,121,78,Active,Tuborg Premium Lager (Gold / Guld) Tuborgs Bryggerier A/S,2.5,0.9,0.4,0.7,1.0,0.4,0.1,0.3,0.9,0.1,1.3
3142,Pale Lagers,European Pale Lager,Fix Hellas,Olympic Brewery S.A.,Greece,5,2.95,62,132,Active,Fix Hellas Olympic Brewery S.A.,2.4,1.1,0.7,2.1,0.6,0.6,0.1,0.7,2.5,0.2,1.5
3143,Pale Lagers,European Pale Lager,San Miguel Especial,San Miguel Fabricas De Cervaza Y Maltas S.A.,Spain,5.4,2.6,52,138,Active,San Miguel Especial San Miguel Fabricas De Cervaza Y Maltas S.A.,2.1,1.1,0.3,1.7,0.8,0.3,0.0,0.4,2.0,0.0,1.6
3144,Pale Lagers,European Pale Lager,Warka Classic,Browary Warka Sp. z o.o.,Poland,5.5,3.13,75,114,Active,Warka Classic Browary Warka Sp. z o.o.,1.4,0.9,0.4,1.3,0.4,0.4,0.0,0.3,1.5,0.4,0.9
3145,Pale Lagers,European Pale Lager,Harbin Lager,Harbin Brewery Group,China,5.5,2.8,124,57,Active,Harbin Lager Harbin Brewery Group,3.1,1.2,0.5,1.6,0.8,0.3,0.2,0.6,2.8,0.4,2.0
3146,Pale Lagers,European Pale Lager,Estrella Damm 4.6%,Damm S. A.,Spain,4.6,2.97,34,135,Active,Estrella Damm 4.6% Damm S. A.,4.2,1.8,0.7,2.3,1.3,0.5,0.1,0.7,2.1,0.0,1.6
3147,Pale Lagers,European Pale Lager,AC/DC,Karlsberg Brauerei,Germany,5,3.15,55,113,Active,AC/DC Karlsberg Brauerei,1.8,1.3,0.8,1.1,0.6,0.3,0.0,0.5,1.7,0.2,1.2
3148,Pale Lagers,European Pale Lager,Schiehallion,Harviestoun Brewery Ltd.,United Kingdom,4.8,3.74,73,94,Active,Schiehallion Harviestoun Brewery Ltd.,2.0,2.1,0.9,1.9,0.8,0.5,0.4,0.5,2.5,0.6,2.4
3149,Pale Lagers,European Pale Lager,Cobra,Cobra Beer Partnership Limited,United Kingdom,5,2.83,62,102,Active,Cobra Cobra Beer Partnership Limited,3.3,1.9,0.8,4.4,2.1,1.2,0.0,1.9,4.7,0.5,2.3
3150,Pale Lagers,European Pale Lager,Vedett Extra Blond,Brouwerij Duvel Moortgat NV,Belgium,5.2,3.26,57,107,Active,Vedett Extra Blond Brouwerij Duvel Moortgat NV,1.5,1.3,0.7,1.9,0.6,0.3,0.0,0.4,2.1,0.6,1.3
3151,Pale Lagers,European Pale Lager,Tipopils,Birrificio Italiano,Italy,5.2,4.02,58,102,Active,Tipopils Birrificio Italiano,3.4,0.9,0.7,1.4,0.9,0.6,0.0,0.7,1.7,0.4,1.1
3152,Pale Lagers,European Pale Lager,Polar Pilsen,Cervecería Polar,Venezuela,4.5,2.67,52,105,Active,Polar Pilsen Cervecería Polar,5.9,2.5,0.7,6.6,1.6,1.9,0.4,2.7,8.2,0.5,3.2
3153,Pale Lagers,European Pale Lager,Menabrea 1846,Birra Menabrea SpA,Italy,4.8,2.87,80,77,Active,Menabrea 1846 Birra Menabrea SpA,1.9,0.8,0.5,1.0,0.6,0.4,0.0,0.4,0.9,0.1,1.1
3154,Pale Lagers,European Pale Lager,Moritz,"Cervezas Moritz, S.A.",Spain,5.4,3.07,60,94,Active,"Moritz Cervezas Moritz, S.A.",3.9,1.3,0.9,2.1,1.3,0.7,0.0,0.7,2.1,0.0,2.0
3155,Pale Lagers,European Pale Lager,Lager Beer,Innis & Gunn,United Kingdom,4.6,3.35,39,109,Active,Lager Beer Innis & Gunn,1.6,0.4,0.3,1.3,0.8,0.4,0.0,0.4,2.2,0.2,1.4
3156,Pale Lagers,European Pale Lager,Classic Lager,Blue Mountain Brewery,United States,5.3,3.54,40,107,Active,Classic Lager Blue Mountain Brewery,1.7,1.2,0.4,1.0,0.9,0.5,0.0,0.7,1.3,0.6,1.6
3157,Pale Lagers,European Pale Lager,Blonde Lager,Amsterdam Brewing Company,Canada,5,3.16,46,100,Active,Blonde Lager Amsterdam Brewing Company,3.3,1.5,0.4,3.1,0.5,0.4,0.1,0.5,4.4,0.3,1.8
3158,Pale Lagers,European Pale Lager,Belikin Beer,"Belize Brewing Co., Ltd.",Belize,4.8,2.98,52,94,Active,"Belikin Beer Belize Brewing Co., Ltd.",3.2,2.5,1.5,2.8,1.2,1.0,0.0,1.2,2.7,0.1,1.9
3159,Pale Lagers,European Pale Lager,Perla Chmielowa (Hop Pearl),Perla Browary Lubelskie S.A.,Poland,6,3.42,82,62,Active,Perla Chmielowa (Hop Pearl) Perla Browary Lubelskie S.A.,2.1,0.9,0.7,2.0,0.6,0.3,0.1,0.3,2.2,0.0,1.2
3160,Pale Lagers,European Pale Lager,Martens Pilsener,Brouwerij Martens NV,Belgium,5,3.13,77,66,Active,Martens Pilsener Brouwerij Martens NV,2.7,1.6,0.8,3.1,1.4,0.6,0.2,0.7,3.9,0.5,2.4
3161,Pale Lagers,European Pale Lager,Lion Lager,Ceylon / Lion Brewery Limited,Sri Lanka,4.8,2.93,96,47,Active,Lion Lager Ceylon / Lion Brewery Limited,2.3,1.4,0.5,2.4,1.0,0.6,0.0,0.6,2.9,0.2,1.6
3162,Pale Lagers,European Pale Lager,Premium Lager,Coopers Brewery Limited,Australia,4.6,3.17,103,38,Active,Premium Lager Coopers Brewery Limited,2.0,1.6,0.7,2.7,1.6,0.7,0.1,1.0,3.9,0.2,1.8
3163,Pale Lagers,European Pale Lager,Gran Riserva Doppio Malto,Birra Peroni Industriale S.p.A.,Italy,6.6,3.3,69,71,Active,Gran Riserva Doppio Malto Birra Peroni Industriale S.p.A.,3.6,1.5,0.7,2.5,1.7,1.0,0.0,1.2,2.8,0.3,2.4
3164,Pale Lagers,European Pale Lager,Fischer Tradition Blonde,Brasserie Fischer / Fischer Biere d' Alsace,France,6,2.91,81,59,Active,Fischer Tradition Blonde Brasserie Fischer / Fischer Biere d' Alsace,1.4,1.3,2.0,1.8,2.4,0.7,0.0,0.7,2.3,0.1,2.1
3165,Pale Lagers,European Pale Lager,Ozujsko Pivo,Zagrebaèka Pivovara D.d.,Croatia (Hrvatska),5,2.85,54,85,Active,Ozujsko Pivo Zagrebaèka Pivovara D.d.,1.6,1.5,1.3,1.6,1.4,0.7,0.1,0.5,2.0,0.0,1.4
3166,Pale Lagers,European Pale Lager,Estaminet Premium Pils,Brouwerij Palm NV,Belgium,5.2,3.42,30,108,Active,Estaminet Premium Pils Brouwerij Palm NV,2.4,1.6,0.6,1.7,1.3,0.5,0.0,0.5,2.0,0.3,2.2
3167,Pale Lagers,European Pale Lager,Jelen Pivo,Apatinska Pivara A.D.,Serbia,4.6,2.75,44,93,Active,Jelen Pivo Apatinska Pivara A.D.,4.6,1.4,0.6,2.6,1.1,0.9,0.0,0.8,2.9,0.1,1.7
3168,Pale Lagers,European Pale Lager,Kronenbourg,Brasseries Kronenbourg,France,4.2,2.48,43,94,Active,Kronenbourg Brasseries Kronenbourg,1.4,1.4,0.6,2.2,0.7,0.4,0.0,0.3,2.8,0.2,1.3
3169,Pale Lagers,European Pale Lager,Obolon Premium,Obolon Brewery,Ukraine,5.2,2.82,81,51,Active,Obolon Premium Obolon Brewery,1.3,0.7,0.3,0.8,0.6,0.3,0.1,0.3,0.9,0.0,0.7
3170,Pale Lagers,European Pale Lager,Obolon Lager,Obolon Brewery,Ukraine,5.2,3.17,78,51,Active,Obolon Lager Obolon Brewery,1.7,2.1,0.7,2.6,0.9,0.9,0.2,0.8,2.9,0.3,1.9
3171,Pale Lagers,European Pale Lager,Nikšićko Pivo,Trebjesa Brewery,Montenegro,5,2.9,64,65,Active,Nikšićko Pivo Trebjesa Brewery,2.8,1.1,0.8,2.2,1.4,0.6,0.0,0.7,2.5,0.1,2.3
3172,Pale Lagers,European Pale Lager,Steinlager Pure,New Zealand Breweries Limited,New Zealand,5,3.07,56,72,Active,Steinlager Pure New Zealand Breweries Limited,1.8,1.9,0.4,2.8,1.1,0.5,0.0,0.4,3.8,0.1,2.1
3173,Pale Lagers,European Pale Lager,1715,Lvivska Pivovarnya (BBH),Ukraine,4.7,3.1,61,66,Active,1715 Lvivska Pivovarnya (BBH),4.5,2.5,1.2,2.3,1.0,0.7,0.0,0.8,3.2,0.3,2.0
3174,Pale Lagers,European Pale Lager,Prestige,Brasserie Nationale d'Haïti (BRANA),Haiti,5.6,2.74,59,66,Active,Prestige Brasserie Nationale d'Haïti (BRANA),1.8,0.8,0.7,1.9,1.3,0.5,0.3,0.4,2.5,0.2,2.1
3175,Pale Lagers,European Pale Lager,Alhambra Especial,"Grupo Cervezas Alhambra, SL",Spain,5,3.0,53,63,Active,"Alhambra Especial Grupo Cervezas Alhambra, SL",2.1,0.8,0.7,1.3,1.4,0.3,0.0,0.4,1.5,0.1,1.6
3176,Pale Lagers,European Pale Lager,Ursus Premium,Ursus Breweries,Romania,5,2.8,49,66,Active,Ursus Premium Ursus Breweries,3.1,1.8,1.1,2.1,1.4,0.4,0.0,0.6,2.2,0.4,2.0
3177,Pale Lagers,European Pale Lager,Lezajsk 1525 Legendary Premium Lager,Zakłady Piwowarskie w Leżajsku S.A.,Poland,5.5,2.88,83,31,Active,Lezajsk 1525 Legendary Premium Lager Zakłady Piwowarskie w Leżajsku S.A.,2.4,1.7,0.9,2.6,0.7,0.5,0.1,0.5,3.0,0.1,1.5
3178,Pale Lagers,European Pale Lager,Laško Club,Pivovarna Laško,Slovenia,4.9,3.02,49,65,Active,Laško Club Pivovarna Laško,1.7,2.3,0.7,2.3,2.0,0.5,0.1,0.8,2.5,0.1,2.2
3179,Pale Lagers,European Pale Lager,Primus,Brouwerij Haacht NV,Belgium,5,3.18,39,73,Active,Primus Brouwerij Haacht NV,3.1,1.3,0.4,2.1,1.2,0.7,0.0,0.8,3.0,0.0,1.8
3180,Pale Lagers,European Pale Lager,Windhoek Lager,Namibia Breweries Limited,Namibia,4,3.09,58,49,Active,Windhoek Lager Namibia Breweries Limited,2.7,1.1,0.4,2.1,0.9,0.6,0.0,0.7,2.2,0.1,1.4
3181,Pale Lagers,European Pale Lager,Feldschlossen Original Lager,Feldschlösschen Beverages Group,Switzerland,4.8,3.04,38,63,Active,Feldschlossen Original Lager Feldschlösschen Beverages Group,3.1,1.4,0.7,1.4,0.7,0.3,0.0,0.3,1.3,0.2,1.6
3182,Pale Lagers,European Pale Lager,St. George Beer,St. George Brewery,Ethiopia,4.5,2.94,33,66,Active,St. George Beer St. George Brewery,2.7,0.9,0.2,1.7,0.5,0.1,0.0,0.1,2.0,0.0,1.7
3183,Pale Lagers,European Pale Lager,Kaiser,Brau Union Österreich,Austria,5,2.85,51,47,Active,Kaiser Brau Union Österreich,3.2,1.3,0.2,1.8,1.4,0.3,0.0,0.5,2.1,0.2,1.8
3184,Pale Lagers,European Pale Lager,Timisoreana Original,Ursus Breweries,Romania,5,2.74,45,52,Active,Timisoreana Original Ursus Breweries,3.1,1.6,1.1,2.5,1.5,0.6,0.0,0.7,2.6,0.0,2.2
3185,Pale Lagers,European Pale Lager,Dreher Classic,Dreher Brewery,Hungary,5.2,2.86,34,59,Active,Dreher Classic Dreher Brewery,2.7,1.4,0.6,1.7,0.9,0.3,0.0,0.5,1.5,0.1,1.5
3186,Pale Lagers,European Pale Lager,Captain's Log Lager,Cameron's Brewing Co.,Canada,5,3.35,39,53,Active,Captain's Log Lager Cameron's Brewing Co.,2.4,2.0,1.1,2.7,0.6,0.4,0.0,0.5,2.4,0.2,1.6
3187,Pale Lagers,European Pale Lager,Boris (Le Flacon D'Alsace),Brasserie Licorne,France,5.5,2.59,68,21,Active,Boris (Le Flacon D'Alsace) Brasserie Licorne,3.1,1.8,0.4,2.0,1.5,0.5,0.1,0.9,2.5,0.3,2.0
3188,Pale Lagers,European Pale Lager,Nektar Beer (Pivo) Original,Banjalučka Pivara,Bosnia & Herzegovina,5,2.98,52,36,Active,Nektar Beer (Pivo) Original Banjalučka Pivara,1.5,1.4,0.8,1.7,1.1,0.4,0.0,0.6,2.0,0.0,1.4
3189,Pale Lagers,European Pale Lager,Solstice Lager,Stella Artois,Belgium,4.5,3.11,39,49,Active,Solstice Lager Stella Artois,2.6,1.8,1.1,2.0,1.2,0.4,0.1,0.5,2.7,0.3,2.1
3190,Pale Lagers,European Pale Lager,Landbier,Schilling Beer Co.,United States,4.2,4.08,32,53,Active,Landbier Schilling Beer Co.,2.2,0.5,1.0,0.9,0.4,0.8,0.0,0.9,1.1,0.1,0.7
3191,Pale Lagers,European Pale Lager,Zhiguljovskoje,Baltika Breweries,Russian Federation,4,2.91,43,39,Active,Zhiguljovskoje Baltika Breweries,5.0,1.5,0.7,3.0,1.4,1.0,0.6,1.3,4.3,1.3,2.8
3192,Pale Lagers,European Pale Lager,Carlsberg Export,Carlsberg Danmark A/S,Denmark,5,2.72,30,52,Active,Carlsberg Export Carlsberg Danmark A/S,2.8,1.1,1.3,1.5,1.8,0.6,0.0,0.9,2.0,0.4,1.4
3193,Pale Lagers,European Pale Lager,Obolon Magnat,Obolon Brewery,Ukraine,5.3,2.82,47,34,Active,Obolon Magnat Obolon Brewery,2.0,1.5,1.1,2.2,0.8,0.5,0.0,0.5,2.3,0.0,1.1
3194,Pale Lagers,European Pale Lager,Zubr Bison,Pivovar Prerov,Czech Republic,5.8,2.95,39,41,Active,Zubr Bison Pivovar Prerov,2.4,1.8,0.5,2.5,1.2,0.8,0.1,0.7,3.2,0.2,2.1
3195,Pale Lagers,European Pale Lager,Lion Pale Double Bock,Měšťanský pivovar Havlíčkův Brod,Czech Republic,5.1,3.19,45,31,Active,Lion Pale Double Bock Měšťanský pivovar Havlíčkův Brod,1.9,1.3,1.6,1.7,1.6,0.5,0.1,0.8,2.3,0.1,2.4
3196,Pale Lagers,European Pale Lager,Baltika #2 Svetloye,Baltika Breweries,Russian Federation,4.7,2.74,44,31,Active,Baltika #2 Svetloye Baltika Breweries,2.3,1.9,1.2,2.7,2.0,0.9,0.0,1.1,3.4,0.6,2.5
3197,Pale Lagers,European Pale Lager,Kalnapilis Original,Alaus Darykla Kalnapilis,Lithuania,5,2.99,44,31,Active,Kalnapilis Original Alaus Darykla Kalnapilis,1.8,1.7,0.4,2.1,1.1,0.5,0.1,0.5,2.7,0.3,1.7
3198,Pale Lagers,European Pale Lager,Kamenitza,Kamenitza AD,Bulgaria,4.4,2.78,36,39,Active,Kamenitza Kamenitza AD,3.7,2.4,0.3,2.2,1.0,0.8,0.0,0.7,2.4,0.1,2.0
3199,Pale Lagers,European Pale Lager,Harnas,Browar Okocim S.A. (Carlsberg),Poland,6.2,2.96,52,22,Active,Harnas Browar Okocim S.A. (Carlsberg),3.1,1.2,0.7,3.1,0.9,0.8,0.1,0.4,2.8,0.1,1.6
3200,Pale Lagers,European Pale Lager,Zelta,Aldaris,Latvia,5.2,2.92,56,15,Active,Zelta Aldaris,2.4,1.7,1.1,2.0,2.1,0.8,0.0,0.9,2.0,0.4,1.6
3201,Pale Lagers,European Pale Lager,Łomża Wyborowe,Browar Łomża Sp. z o.o.,Poland,6,3.19,32,36,Active,Łomża Wyborowe Browar Łomża Sp. z o.o.,1.9,2.2,0.9,1.5,1.5,0.6,0.0,0.6,1.9,0.2,1.8
3202,Pale Lagers,European Pale Lager,Zubr,Browar Dojlidy S.A.,Poland,6,3.26,38,26,Active,Zubr Browar Dojlidy S.A.,4.6,1.5,0.9,3.1,1.5,0.4,0.2,0.5,4.4,0.8,2.7
3203,Pale Lagers,European Pale Lager,3 Horses Holland Lager Beer,Oranjeboom Bierbrouwerij B. V.,Netherlands,5,2.91,47,16,Active,3 Horses Holland Lager Beer Oranjeboom Bierbrouwerij B. V.,2.5,1.3,1.6,1.6,1.5,0.5,0.0,0.6,2.1,0.2,1.6
3204,Pale Lagers,European Pale Lager,Vergina,Macedonian Thrace Brewery SA,Greece,5,2.87,37,22,Active,Vergina Macedonian Thrace Brewery SA,2.1,1.4,0.5,3.2,1.5,0.7,0.0,0.7,3.8,0.0,1.7
3205,Pale Lagers,European Pale Lager,Berthold Keller Premium Lager,Brouwerij Martens NV,Belgium,5,2.74,31,25,Active,Berthold Keller Premium Lager Brouwerij Martens NV,2.5,1.8,1.2,2.6,0.7,0.7,0.1,0.6,2.6,0.0,1.6
3206,Pale Lagers,European Pale Lager,Bluetongue Premium Lager,Bluetongue Brewery Pty Ltd,Australia,4.9,2.51,32,16,Active,Bluetongue Premium Lager Bluetongue Brewery Pty Ltd,2.2,2.0,0.6,2.7,1.2,0.6,0.1,0.8,3.5,0.2,1.6
3207,Pale Lagers,European Pale Lager,Fischer LaBelle,Brasserie Fischer / Fischer Biere d' Alsace,France,4.5,2.87,31,13,Active,Fischer LaBelle Brasserie Fischer / Fischer Biere d' Alsace,2.8,1.6,0.6,1.9,1.1,0.6,0.0,0.8,2.0,0.1,1.3
3208,Pale Lagers,European Pale Lager,Amsterdam Mariner,Grolsch Bierbrouwerij N.V.,Netherlands,4.8,2.74,30,8,Active,Amsterdam Mariner Grolsch Bierbrouwerij N.V.,3.3,1.3,0.6,2.3,1.2,1.1,0.0,0.8,2.5,0.3,1.3
3209,Pale Lagers,European Strong Lager,Elephant Beer,Carlsberg Danmark A/S,Denmark,7.2,2.85,376,485,Active,Elephant Beer Carlsberg Danmark A/S,1.5,1.5,0.4,3.2,0.5,0.5,0.1,0.5,3.4,0.0,1.8
3210,Pale Lagers,European Strong Lager,Baltika #9 Extra (Strong),Baltika Breweries,Russian Federation,8,2.82,435,316,Active,Baltika #9 Extra (Strong) Baltika Breweries,1.0,0.9,1.9,1.7,2.2,1.0,0.0,1.0,2.3,0.1,1.5
3211,Pale Lagers,European Strong Lager,Warka Premium (Strong),Browary Warka Sp. z o.o.,Poland,6.3,3.35,160,125,Active,Warka Premium (Strong) Browary Warka Sp. z o.o.,1.4,1.8,3.8,1.4,3.0,0.8,0.0,1.2,1.5,0.3,2.2
3212,Pale Lagers,European Strong Lager,Lion Imperial Premium Malt Pilsner,Ceylon / Lion Brewery Limited,Sri Lanka,8.8,3.01,132,86,Active,Lion Imperial Premium Malt Pilsner Ceylon / Lion Brewery Limited,2.0,1.6,1.1,0.9,2.5,0.4,0.1,0.6,0.8,0.5,3.1
